contract_id,label,text
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Exclusivity,"PPI hereby grants EKR the exclusive right and license (with the right to sublicense) to use, market, promote, sell, distribute and warehouse the Products (the ""Distribution Rights"") in the Field in the Territory during the Term, as well as to make or have made the Products anywhere in the world for import or sale in the Field in the Territory in each case, under the PPI IP provided that PPI retains all rights necessary to manufacture and supply the Products to EKR in accordance with this Agreement and the Supply Agreement."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Termination For Convenience,"At any time after July 1, 2015, PPI shall have the right, exercisable upon sixty (60) days prior written notice to EKR, to terminate the Lease Term and repurchase the Transferred Equipment from EKR, subject to payment by PPI to EKR within five (5) days of such notice of any principal paid by EKR under the Promissory Note, which if exercised shall result in the termination of the Step-in Right set forth in Section 17.5."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Termination For Convenience,"At any time between the Agreement Date and July 1, 2015, EKR shall have the right, exercisable upon sixty (60) days prior written notice to PPI, to terminate the Lease Term and sell the Transferred Equipment back to PPI, subject to payment by PPI to EKR within five (5) days of such notice of $[**] in cash, which if exercised shall result in (i) an offset against the unpaid balance of principal and interest under the Promissory Note pursuant to Section 3.20(f) below; and (ii) the termination of the Step-in Right described in Section 17.5."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Termination For Convenience,"EKR may terminate this Agreement for convenience at any time upon [**] ([**]) days prior, written notice to PPI."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Change Of Control,(i) the other Party ceases or threatens to cease to carry on the whole or any material part of its business;
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Change Of Control,"(iii) upon any Change of Control (as defined in Section 20.4) of PPI, by repayment to EKR in full of the balance of the Advanced Royalty Payment not previously used for offsets, which payment shall be made to EKR by PPI within ten (10) days after the closing date (without any conditions) of any such Change of Control."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Change Of Control,"Offsets and/or repayment of the Advanced Royalty Payment shall commence on [**] and shall continue, unless sooner paid, through [**] (the ""Royalty Offset Period"") and such offsets will be taken by EKR (and such repayment will be made by PPI) as follows:"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Change Of Control,"Should there be a Change of Control of either Party resulting in the control of such Party by a Third Party which markets or sells a Competing Product in any part of the Territory, then the rights under this Agreement may not be assigned without the express consent of the other Party which consent shall not be unreasonably withheld. ""Change of Control"" shall mean (a) the sale, lease, exchange, license or disposition of all or substantially all of the Party's assets in one transaction or series of related transactions or (b) a merger or consolidation with an unaffiliated Third Party as a result of which the holders of the Party's issued and outstanding voting securities immediately before such transaction own or control less than a majority of the voting securities of the continuing or surviving entity immediately after such transaction."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Change Of Control,Either Party shall be entitled forthwith to terminate this Agreement by notice to the other if:
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Anti-Assignment,"Subject to Section 20.2, neither Party shall, nor shall it purport to, assign, license, transfer or change any of its rights or obligations under this Agreement without the prior written consent of the other, such consent not to be unreasonably withheld conditioned or delayed; provided, however, that except as provided in Section 20.4 either Party may assign its rights hereunder to an Affiliate or to any successor by merger, consolidation, sale of stock or other equity interests or the sale of substantially all of the assets of such Party without the consent of the other Party."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Anti-Assignment,"Should there be a Change of Control of either Party resulting in the control of such Party by a Third Party which markets or sells a Competing Product in any part of the Territory, then the rights under this Agreement may not be assigned without the express consent of the other Party which consent shall not be unreasonably withheld."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Revenue/Profit Sharing,"As further consideration for the license and grant of Distribution Rights and other rights under this Agreement, EKR shall pay to PPI a royalty (""Royalty"") equal to (a) $[**] for each [**] mg Vial of Product sold during the Term and $[**] for each [**] mg Vial of Product sold during the Term (the ""Minimum Royalty"") plus (b) an additional [**]% of any post Effective Date incremental price increase implemented by EKR over the Current Base Price of $[**] for the [**] mg Vial and $[**] for the [**] mg Vial (the ""Additional Royalty""); provided, however, that Additional Royalty shall not be payable to the extent that the sum of (i) the Minimum Royalty and Additional Royalty payable hereunder and (ii) the Supply Price (as defined in the Supply Agreement) shall at any time during the Term exceed [**] percent ([**]%) of the net average selling price of the Product (the ""Royalty Cap""); provided, however, that the Royalty Cap shall be [**] percent ([**]%) of the net average selling price of the Product during certain periods as described in Section 6.3(e) above."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Ip Ownership Assignment,"Upon termination of this Agreement for any reason except by EKR pursuant to Section 16.1(a), EKR shall promptly transfer the Transferred NDA and related regulatory documentation to PPI in accordance with Section 17.1(e)."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Ip Ownership Assignment,"Upon any termination or expiration of this Agreement, EKR shall promptly transfer the Domain Names back to PPI."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Ip Ownership Assignment,(d) EKR shall assign to PPI free of charge any domain name registrations it has registered pursuant to Section 8.5;
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Ip Ownership Assignment,"On the Effective Date, PPI has transferred the Domain Names to EKR for use in connection with the exercise of the Distribution Rights."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Ip Ownership Assignment,"Promptly after the Agreement Date, PPI shall provide EKR with copies of all agreements relating to the Required Studies and shall assign such agreements to EKR if and to the extent (i) such agreements are assignable in accordance with their terms and (ii) requested by EKR."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Ip Ownership Assignment,"Effective as of the Agreement Date, PPI hereby sells, transfers, conveys and assigns to EKR all right, title and interest in and to [**] (the ""Transferred NDA"")."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Ip Ownership Assignment,"Upon termination of this Agreement for any reason except as set forth in Section 17.4 below (and, if applicable, in respect of that country in respect of which termination occurs):"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Joint Ip Ownership,"Joint Improvements shall be owned jointly by the Parties, and PPI's interest therein shall be licensed to EKR hereunder."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",License Grant,"PPI hereby grants EKR the exclusive right and license (with the right to sublicense) to use, market, promote, sell, distribute and warehouse the Products (the ""Distribution Rights"") in the Field in the Territory during the Term, as well as to make or have made the Products anywhere in the world for import or sale in the Field in the Territory in each case, under the PPI IP provided that PPI retains all rights necessary to manufacture and supply the Products to EKR in accordance with this Agreement and the Supply Agreement."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",License Grant,"EKR Improvements shall be owned by EKR and upon termination of this Agreement by PPI pursuant to Section, shall be deemed be licensed to PPI on a worldwide, non-exclusive, irrevocable basis, at a royalty or for such other consideration as may be mutually agreed upon by the parties in writing."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",License Grant,PPI Improvements shall be owned by PPI and be licensed to EKR hereunder.
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",License Grant,"Joint Improvements shall be owned jointly by the Parties, and PPI's interest therein shall be licensed to EKR hereunder."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",License Grant,"The Step-in Right shall include, without limitation, and to the extent allowable under Applicable Law, PPI's grant to EKR of such additional license rights, rights of access, rights of observation and rights of management, direction and control, in each case solely with respect to the manufacture and supply of Product and as reasonably necessary to enable and permit EKR (or EKR's designee) to ensure that the supply of Product shall continue to be available to EKR under this Agreement and the Supply Agreement; provided that EKR in exercising the Step-in Right shall not (i) unreasonably interfere with PPI's other activities at the facilities at which the Product is manufactured, tested, labeled, stored or"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",License Grant,PPI hereby grants to EKR a royalty free and exclusive license (with the right to sublicense) to use the Trademarks in the Territory solely in connection with the exercise of the Distribution Rights in the Territory during the Term (and thereafter as set forth in Section 17.4) and EKR shall market and sell the Products under the Trademarks.
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",License Grant,"Such grant by PPI shall include the right of EKR to market the Product in the Territory during the Term as an EKR product using in addition to the Trademarks, EKR's own trademarks, trade dress, trade names and other proprietary designations in combination with the Trademarks."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",License Grant,"otherwise handled (""Product Facilities"") or (ii) require PPI to take any action or fail to take any action that does or could reasonably be expected to interfere with PPI's other activities at the Product Facilities."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Non-Transferable License,EKR may appoint sub-distributors under this Agreement provided that EKR: (a) informs PPI of the identity of any Third Party sub-distributor (other than Affiliate companies) prior to the execution of any sub-distribution agreement;
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Non-Transferable License,"(b) obtain a confidential nondisclosure agreement with the prospective Sub-Distributor in a form acceptable to PPI, which acceptance shall not be unreasonably withheld or delayed and containing terms at least as stringent as those terms included in Article 11 of this Agreement; (c) deliver to the prospective Sub-Distributor a redacted copy of this Agreement (""Redacted Agreement"") . Any sub- distribution agreement shall provide that such agreement is subject and subordinate to the rights of PPI under this Agreement; and (d) provides PPI with a copy of written sub-distribution agreement as soon as reasonably practicable after the execution thereof by EKR."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Irrevocable Or Perpetual License,"PPI Improvements shall be owned by PPI and be licensed to EKR hereunder. EKR Improvements shall be owned by EKR and upon termination of this Agreement by PPI pursuant to Section, shall be deemed be licensed to PPI on a worldwide, non-exclusive, irrevocable basis, at a royalty or for such other consideration as may be mutually agreed upon by the parties in writing."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"In the event EKR exercises the Step-in Right, PPI shall, at EKR's cost and expense, cooperate in the exercise of such rights and EKR shall reimburse PPI for the reasonable costs PPI incurs in assisting EKR in the exercise of such rights within thirty (30) days of EKR's receipt of invoice."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"In the event that this Agreement is terminated by PPI in accordance with Section 16.1 or EKR in accordance with Section 16.3(b), EKR and its Affiliates, sub-distributors and sub-licensees shall be entitled to continue to sell"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"(b) the following provisions of this Agreement shall continue in full force and effect: Article 1 (""Definitions""), Section 3.20(k), Section 3.20(l), Article 9 (""Representations and Warranties""), Article 10 (""Liability, Insurance and Indemnities"") (excluding Section 10.6 (""Insurance"")), Article 11 (""Confidentiality, Press Releases and Publications""), Article 13 (""Infringement of Third Party Rights""), Section 16.4 (""Effect of Termination""), Article 17 (""Consequences of Termination""), Article 18 (""Force Majeure""), Article 19 (""Notices""), Article 20 (""Assignment and Change of Control"") and Article 21 (""General Provisions""); (c) EKR shall return to PPI all PPI IP in its possession; (d) EKR shall assign to PPI free of charge any domain name registrations it has registered pursuant to Section 8.5; and (e) Except in the event of termination of this Agreement by EKR pursuant to Section 16.1(a), EKR shall promptly transfer to PPI or its nominee, each and every Marketing Authorization (to the extent not held by PPI) relating to the Product, together with all communications with the relevant Regulatory Authorities, and all notes and record thereof."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"During the Term, in the event EKR has the right to terminate this Agreement under Section 16.1(a) - (i) hereof (the ""Step-in Right Trigger Event""), and EKR does not exercise its right to terminate this Agreement under such Section, EKR shall have the option to exercise step-in rights to manufacture the Product for the remainder of the Term (the ""Step-in Right"") by providing PPI written notice of such election within ninety (90) days after the Step-in Right Trigger Event (or such longer period as mutually agreed by the Parties) (the ""Step-in Right Notice""); provided that in the event such Step-in Right Trigger Event has been cured prior to EKR's exercise of the Step-in Right, the Step-in Right shall terminate with respect to such Step-in Right Trigger Event. The Step-in Right Notice shall specify the date which EKR intends to exercise the rights associated with the Step-in Right."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"Where this Agreement has expired or has been terminated for any reason other than by PPI in accordance with Section 16.1 or EKR in accordance with Section 16.3(b), EKR and its Affiliates and sub-distributors and sales agents shall be entitled to continue to sell existing stocks of the Product in the Territory for a period of not longer than 12 months following the date of termination, provided that, EKR continues to make any Royalty payments due to PPI in respect of such sales in accordance with the provisions of this Agreement."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"PPI shall provide such advice as necessary for EKR to arrange for an alternative manufacturer and shall provide EKR with access to all relevant PPI Know-How, and any other information necessary for EKR to transfer such manufacturing to an alternate manufacturer."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,Such insurance shall be with a reputable insurance company and where reasonably possible (taking into account the availability of such insurance) shall be maintained for not less than [**] ([**]) years following the expiry or termination of this Agreement.
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"In addition, PPI shall during the remainder of the Term and for a period of up to [**] ([**]) years thereafter continue to manufacture and supply the Product to EKR at cost without mark-up until such time that EKR can secure an FDA approved manufacturing facility for the Product"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"Notwithstanding anything contained herein to the contrary, in the event that EKR is entitled to exercise its right to terminate this Agreement pursuant to Section 16.1(a), in addition to the right to terminate as provided therein and any other remedies EKR may have hereunder, PPI shall assist EKR in the transfer of the manufacture of the Products, including the Specifications from PPI to EKR or EKR's designee."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"assigned to EKR all of PPI's right, title and interest under that certain Commercial Outsourcing Services Agreement between PPI (f/k/a SkyePharma, Inc.) and Integrated Commercialization Solutions, Inc. (""ICS"") dated April 3, 2007 (the ""ICS Agreement""), and EKR has assumed all obligations and liabilities under the ICS Agreement arising after the Effective Date."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"In addition, (i) PPI shall transfer to EKR any Marketing Authorizations held by PPI and (ii) the Trademark license granted under Section 2.3 shall continue in effect following such termination on a perpetual basis and EKR shall be responsible for all costs associated with the maintenance of such Trademark."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"The Step-in Right shall include, without limitation, and to the extent allowable under Applicable Law, PPI's grant to EKR of such additional license rights, rights of access, rights of observation and rights of management, direction and control, in each case solely with respect to the manufacture and supply of Product and as reasonably necessary to enable and permit EKR (or EKR's designee) to ensure that the supply of Product shall continue to be available to EKR under this Agreement and the Supply Agreement; provided that EKR in exercising the Step-in Right shall not (i) unreasonably interfere with PPI's other activities at the facilities at which the Product is manufactured, tested, labeled, stored or"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"In such event, the Royalty payments payable hereunder shall continue to be paid; provided, however, that all costs incurred by EKR in the transfer of manufacturing information from PPI and obtaining FDA approval of the manufacture of the Products by EKR or EKR's designee, and any other amounts due to EKR, shall be deducted from any royalties payable to PPI."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"EKR shall maintain and shall procure the maintenance of accurate and up to date records and books of account showing the quantity, description and value of the Products supplied in each country of the Territory during the previous six (6) Calendar Years."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"Upon termination of this Agreement for any reason except as set forth in Section 17.4 below (and, if applicable, in respect of that country in respect of which termination occurs):"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"existing stocks of the Product in the Territory for so long as PPI deems necessary to ensure that sale of the Product is not disrupted provided that EKR and its Affiliates shall cease such sale immediately upon notification from PPI and in any event EKR shall not so sell for a period of longer than three (3) months following the date of termination. Immediately upon notification from PPI, such post termination sales shall cease."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"otherwise handled (""Product Facilities"") or (ii) require PPI to take any action or fail to take any action that does or could reasonably be expected to interfere with PPI's other activities at the Product Facilities."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Post-Termination Services,"The Parties acknowledge that effective upon the termination or expiration of the Transition Services and Inventory Agreement, PPI has"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Audit Rights,"Upon completion of such inspection, PPI shall not be entitled to inspect nor shall EKR be required to make available the records and books for any Calendar Year for which such inspection was previously undertaken."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Audit Rights,and books referred to in Section 7.2.
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Audit Rights,"EKR shall during business hours, on no less than 14 day's notice from PPI and not more than once in any Calendar Year, make available for inspection the records"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Audit Rights,Such inspection shall be undertaken by an independent auditor appointed by PPI and reasonably acceptable to EKR for the purpose of verifying the accuracy of any statement or report given by EKR to PPI and/or the amount of Royalties due.
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Audit Rights,"(b) from time to time consult with PPI's representatives for the purpose of assessing the state of the market in each country of the Territory and permit representatives of PPI, on reasonable prior notice, to inspect any premises or documents used in connection with the marketing, distribution and sale of the Products;"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Audit Rights,"In connection with the promotion, marketing and sale of the Product, EKR shall, without limitation:"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Uncapped Liability,however that such limitation shall not apply to the extent that EKR or any EKR Indemnified Party is required to pay in excess of such amount to a third party in respect of a final judgment or order obtained by the third party or as a result of PPI's breach of Section 7.2.12 of the Supply Agreement.
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Uncapped Liability,"Any and all liability of PPI to EKR howsoever arising in respect of this Agreement, the Transition Services and Inventory Agreement or the Supply Agreement and their performance, in contract tort or otherwise, shall be limited (except for death or personal injury caused by the negligence of PPI or its employees while acting in the course of their employment) to [**] US Dollars ($[**]); provided"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Uncapped Liability,"Any and all liability of EKR to PPI howsoever arising in respect of this Agreement, the Transition Services and Inventory Agreement or the Supply Agreement and their performance in contract tort or otherwise shall be limited (except for death or personal injury caused by the negligence of EKR or its employees while acting in the course of their employment, and except in relation to any specified payment, lump sum, milestone or royalty payment unpaid) to [**] US Dollars ($[**]); provided however that such limitation shall not apply to the extent that PPI or any PPI Indemnified Party is required to pay in excess of such amount to a third party in respect of a final judgment or order obtained by the third party."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Cap On Liability,however that such limitation shall not apply to the extent that EKR or any EKR Indemnified Party is required to pay in excess of such amount to a third party in respect of a final judgment or order obtained by the third party or as a result of PPI's breach of Section 7.2.12 of the Supply Agreement.
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Cap On Liability,"Any and all liability of PPI to EKR howsoever arising in respect of this Agreement, the Transition Services and Inventory Agreement or the Supply Agreement and their performance, in contract tort or otherwise, shall be limited (except for death or personal injury caused by the negligence of PPI or its employees while acting in the course of their employment) to [**] US Dollars ($[**]); provided"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Cap On Liability,"Notwithstanding anything contained in this Agreement or the Transition Services and Inventory Agreement or the Supply Agreement in no circumstance shall either Party be liable to the other in contract, tort (including negligence or breach of statutory duty) or otherwise howsoever, and whatever the cause thereof, for any special, indirect or consequential loss or damage of any nature whatsoever except in the cases of fraud or intentional misconduct or in the case of PPI as a result of PPI's breach of Section 7.2.12 of the Supply Agreement."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Cap On Liability,"Any and all liability of EKR to PPI howsoever arising in respect of this Agreement, the Transition Services and Inventory Agreement or the Supply Agreement and their performance in contract tort or otherwise shall be limited (except for death or personal injury caused by the negligence of EKR or its employees while acting in the course of their employment, and except in relation to any specified payment, lump sum, milestone or royalty payment unpaid) to [**] US Dollars ($[**]); provided however that such limitation shall not apply to the extent that PPI or any PPI Indemnified Party is required to pay in excess of such amount to a third party in respect of a final judgment or order obtained by the third party."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Insurance,"Each Party shall maintain, at its own cost, comprehensive product liability insurance, general commercial liability insurance and business interruption insurance at a level which is reasonable and customary taking into account the nature of the Product but which shall have combined limits of not less than $[**] per occurrence."
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Insurance,Such insurance shall be with a reputable insurance company and where reasonably possible (taking into account the availability of such insurance) shall be maintained for not less than [**] ([**]) years following the expiry or termination of this Agreement.
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Insurance,Each Party will provide to the other Party evidence of its insurance and thirty (30) days prior written notice of any cancellation of its coverage or reduction in coverage from the requirements stated herein.
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Insurance,"During the Lease Term, PPI shall:"
"PACIRA PHARMACEUTICALS, INC. - A_R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT",Insurance,maintain property damage and liability insurance and insurance against loss or damage to the Transferred Equipment as part of PPI's general liability insurance.
"MetLife, Inc. - Remarketing Agreement",Document Name,Remarketing Agreement
"MetLife, Inc. - Remarketing Agreement",Parties,Deutsche Bank Trust Company America
"MetLife, Inc. - Remarketing Agreement",Parties,Deutsche Bank Securities Inc.
"MetLife, Inc. - Remarketing Agreement",Parties,Stock Purchase Contract Agent
"MetLife, Inc. - Remarketing Agreement",Expiration Date,"obligations of the Remarketing Agents may be terminated by them by notice given to the Company prior to 12:00 noon, New York City time on the Remarketing Settlement Date if, prior to that time, any of the applicable conditions precedent to the obligations of the Remarketing Agents described in Section 5 hereof shall have failed to occur."
"MetLife, Inc. - Remarketing Agreement",Governing Law,"THIS REMARKETING AGREEMENT AND THE PRICING AGREEMENT SHALL BE GOVERNED BY AND CONSTRUED IN ACCORDANCE WITH THE LAWS OF THE STATE OF NEW YORK, WITHOUT REGARD TO PRINCIPLES OF CONFLICTS OF LAW TO THE EXTENT THAT SUCH PRINCIPLES WOULD REQUIRE OR PERMIT THE APPLICATION OF LAWS OF ANOTHER JURISDICTION."
"MetLife, Inc. - Remarketing Agreement",Cap On Liability,"Notwithstanding the provisions of this subsection (d), no Remarketing Agent shall be required to contribute any amount in excess of the amount by which the total price at which the applicable Securities remarketed by it and distributed to the public were offered to the public exceeds the amount of any damages which such Remarketing Agent has otherwise been required to pay by reason of such untrue or alleged untrue statement or omission or alleged omission."
"MetLife, Inc. - Remarketing Agreement",Insurance,"Each Significant Subsidiary that is required to be organized or licensed as an insurance company in its jurisdiction of incorporation (each, an ""Insurance Subsidiary"" and collectively, the ""Insurance Subsidiaries"") is licensed"
"MetLife, Inc. - Remarketing Agreement",Insurance,"as an insurance company in its respective jurisdiction of incorporation and is duly licensed or authorized as an insurer in each other jurisdiction where it is required to be so licensed or authorized to conduct its business, in each case with such exceptions as would not have, individually or in the aggregate, a Material Adverse Effect; except as otherwise described in the Disclosure Package, each Insurance Subsidiary has all other approvals, orders, consents, authorizations, licenses, certificates, permits, registrations and qualifications (collectively, the ""Approvals"") of and from all insurance regulatory authorities to conduct its business, with such exceptions as would not have, individually or in the aggregate, a Material Adverse Effect; there is no pending or, to the knowledge of the Company, threatened action, suit, proceeding or investigation that could reasonably be expected to lead to any revocation, termination or suspension of any such Approval, the revocation, termination or suspension of which would have, individually or in the aggregate, a Material Adverse Effect; and, to the knowledge of the Company, no insurance regulatory agency or body has issued any order or decree impairing, restricting or prohibiting the payment of dividends by any Insurance Subsidiary to its parent which would have, individually or in the aggregate, a Material Adverse Effect."
"MetLife, Inc. - Remarketing Agreement",Insurance,"Each Insurance Subsidiary is in compliance with and conducts its businesses in conformity with all applicable insurance laws and regulations of its respective jurisdiction of incorporation and the insurance laws and regulations of other jurisdictions which are applicable to it, in each case with such exceptions as would not have, individually or in the aggregate, a Material Adverse Effect."
DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT,Document Name,SPONSORSHIP AGREEMENT
DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT,Parties,"""Domini"" or the ""Sponsor"""
