contract_id,text,text_norm,label,source,subset
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,A Party that breaches this Agreement will only be liable to the other Party for direct damages arising from the breach.,a party that breaches this agreement will only be liable to the other party for direct damages arising from the breach,Cap On Liability,CUAD_train_contracts,cuad_train
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"Each Party waives any right to recover consequential, incidental, indirect, exemplary, punitive or any other types of indirect damages from the other Party for a breach of this Agreement.",each party waives any right to recover consequential incidental indirect exemplary punitive or any other types of indirect damages from the other party for a breach of this agreement,Cap On Liability,CUAD_train_contracts,cuad_train
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"If a Buyer receives a product that fails to conform to these representations and warranties, the sole remedies of Buyer for the breach of warranty will be to: (1) reject and return the non-conforming product to Seller for a refund or credit, or a replacement conforming product, in the manner and time period provided in the SOP; (2) obtain reimbursement from Seller for actual, reasonable, substantiated out-of-pocket expenses incurred by Buyer in the recovery, return or disposal of a non-conforming product that is the subject of a mandatory product recall required under Applicable Laws or a voluntary withdrawal declared by Seller or approved by Seller (such approval not to be unreasonably withheld, conditioned or delayed); and (3) obtain indemnification from Seller for any Indemnified Claim arising from or related to the non-conforming product as provided in Section 7.",if a buyer receives a product that fails to conform to these representations and warranties the sole remedies of buyer for the breach of warranty will be to 1 reject and return the non conforming product to seller for a refund or credit or a replacement conforming product in the manner and time period provided in the sop 2 obtain reimbursement from seller for actual reasonable substantiated out of pocket expenses incurred by buyer in the recovery return or disposal of a non conforming product that is the subject of a mandatory product recall required under applicable laws or a voluntary withdrawal declared by seller or approved by seller such approval not to be unreasonably withheld conditioned or delayed and 3 obtain indemnification from seller for any indemnified claim arising from or related to the non conforming product as provided in section 7,Cap On Liability,CUAD_train_contracts,cuad_train
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"Employers' Liability Insurance. Occurrence based coverage with a limit of at least $10,000,000 per occurrence or any greater limits set by Applicable Law workplace and work related injuries and illnesses to the employees of a Party. Requires waiver of alternate employer endorsement.",employers liability insurance occurrence based coverage with a limit of at least 10 000 000 per occurrence or any greater limits set by applicable law workplace and work related injuries and illnesses to the employees of a party requires waiver of alternate employer endorsement,Insurance,CUAD_train_contracts,cuad_train
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"Property Insurance. Coverage providing ""all risk"" property insurance at the replacement value of the machinery, equipment, fixtures, tools, materials and other property of the Party. ""All risk"" coverage will include, by way of example and not limitation, loss or damage resulting from earthquakes, floods, wind, fire or other natural or weather-related phenomenon. Requires waiver of subrogation endorsement.",property insurance coverage providing all risk property insurance at the replacement value of the machinery equipment fixtures tools materials and other property of the party all risk coverage will include by way of example and not limitation loss or damage resulting from earthquakes floods wind fire or other natural or weather related phenomenon requires waiver of subrogation endorsement,Insurance,CUAD_train_contracts,cuad_train
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"An insuring Party must deliver the following written evidence of the required insurance coverage to the other Party (Attention: Risk Management), or its designated insurance monitoring service, within ten (10) of written request and at least thirty (30) days in advance of the expiration of a then current policy term (if a declaration or endorsement is not available from an insurer at the time requested or required, an insuring Party will provide them as soon as the declaration or endorsement is available from the insurer): i. Certificate of insurance confirming that the required insurance coverage and minimal limits are met for the extended, renewed or replacement policy term. ii. Declaration pages of insurance policy (or a copy of the binder until the declaration pages are available) confirming that the required insurance coverage and minimal limits are met for the extended, renewed or replacement policy term. iii. Copies of additional insured endorsements required for applicable policies in the name and for the benefit of: ""[NAME OF OTHER PARTY], its parent, subsidiaries and affiliates; any lessors of the foregoing and any mortgagees, deed of trust beneficiaries and secured creditors of such lessors; and any successors and assignees of all of the foregoing."" iv. Copies of alternate employer endorsements and waiver of subrogation endorsements required for applicable policies in the name and for the benefit of: """"[NAME OF OTHER PARTY], its parent, subsidiaries and affiliates; any lessors of the foregoing and any mortgagees, deed of trust beneficiaries and secured creditors of such lessors; and any successors and assignees of all of the foregoing.""",an insuring party must deliver the following written evidence of the required insurance coverage to the other party attention risk management or its designated insurance monitoring service within ten 10 of written request and at least thirty 30 days in advance of the expiration of a then current policy term if a declaration or endorsement is not available from an insurer at the time requested or required an insuring party will provide them as soon as the declaration or endorsement is available from the insurer i certificate of insurance confirming that the required insurance coverage and minimal limits are met for the extended renewed or replacement policy term ii declaration pages of insurance policy or a copy of the binder until the declaration pages are available confirming that the required insurance coverage and minimal limits are met for the extended renewed or replacement policy term iii copies of additional insured endorsements required for applicable policies in the name and for the benefit of name of other party its parent subsidiaries and affiliates any lessors of the foregoing and any mortgagees deed of trust beneficiaries and secured creditors of such lessors and any successors and assignees of all of the foregoing iv copies of alternate employer endorsements and waiver of subrogation endorsements required for applicable policies in the name and for the benefit of name of other party its parent subsidiaries and affiliates any lessors of the foregoing and any mortgagees deed of trust beneficiaries and secured creditors of such lessors and any successors and assignees of all of the foregoing,Insurance,CUAD_train_contracts,cuad_train
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"All insurers of a Party on such policies must have at all times an A.M. Best financial rating of at least ""A-Minus VII"".",all insurers of a party on such policies must have at all times an a m best financial rating of at least a minus vii,Insurance,CUAD_train_contracts,cuad_train
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"Workers' Compensation Liability Insurance. Occurrence based coverage providing benefits in the minimal amount required by Applicable Law for workplace and work related injuries and illnesses to the employees of a Party, including, without limitation, Workers Compensation Acts of applicable U.S. States, the U.S. Longshoremen's and Harbor Workers Compensation Act and the U.S. Jones Act. Requires alternate employer endorsement and waiver of subrogation endorsement.",workers compensation liability insurance occurrence based coverage providing benefits in the minimal amount required by applicable law for workplace and work related injuries and illnesses to the employees of a party including without limitation workers compensation acts of applicable u s states the u s longshoremen s and harbor workers compensation act and the u s jones act requires alternate employer endorsement and waiver of subrogation endorsement,Insurance,CUAD_train_contracts,cuad_train
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"All insurance of an insuring Party must be ""primary and non-contributory"" with respect to any insurance that the other Party may maintain, but only with respect to the negligence or other legal liability of the insuring Party.",all insurance of an insuring party must be primary and non contributory with respect to any insurance that the other party may maintain but only with respect to the negligence or other legal liability of the insuring party,Insurance,CUAD_train_contracts,cuad_train
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"During the Term of this Agreement, each Party will maintain the following minimum types and amounts of insurance coverage during the Term of this Agreement:",during the term of this agreement each party will maintain the following minimum types and amounts of insurance coverage during the term of this agreement,Insurance,CUAD_train_contracts,cuad_train
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"Automobile Liability Insurance. Occurrence based coverage with a combined single limit of at least $10,000,000 per occurrence and in the aggregate for owned, non-owned, and hired automotive equipment of the Party. Requires additional insured endorsement and waiver of subrogation endorsement.",automobile liability insurance occurrence based coverage with a combined single limit of at least 10 000 000 per occurrence and in the aggregate for owned non owned and hired automotive equipment of the party requires additional insured endorsement and waiver of subrogation endorsement,Insurance,CUAD_train_contracts,cuad_train
ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,"Commercial General Liability Insurance. Occurrence based coverage with a combined single limit of at least $10,000,000 per occurrence and in the aggregate for premises and operations; products and completed operations; contractual liability coverage for indemnities of a Party contained within this Agreement; broad form property damage (including completed operations); explosion, collapse and underground hazards; and personal injury. Requires additional insured endorsement and waiver of subrogation endorsement.",commercial general liability insurance occurrence based coverage with a combined single limit of at least 10 000 000 per occurrence and in the aggregate for premises and operations products and completed operations contractual liability coverage for indemnities of a party contained within this agreement broad form property damage including completed operations explosion collapse and underground hazards and personal injury requires additional insured endorsement and waiver of subrogation endorsement,Insurance,CUAD_train_contracts,cuad_train
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,DISTRIBUTION AND SERVICES AGREEMENT,distribution and services agreement,Document Name,CUAD_train_contracts,cuad_train
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,Integrity Short Term Government Fund,integrity short term government fund,Parties,CUAD_train_contracts,cuad_train
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,"Integrity Funds Distributor, LLC",integrity funds distributor llc,Parties,CUAD_train_contracts,cuad_train
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,"This Agreement shall continue until January 18, 2022, and thereafter shall continue automatically for successive annual periods ending on January 18th of each year, provided such continuance is specifically approved at least annually by (a) the Fund's Board of Trustees and (b) a vote of a majority (as defined in the 1940 Act) of the Fund's Trustees who are not interested persons (as defined in the 1940 Act) of the Fund and who have no direct or indirect financial interest in the operation of the Plan, in this Agreement, or any agreement related to the Plan (the ""Qualified Trustees""), by vote cast in person at a meeting called for the purpose of voting on such approval.",this agreement shall continue until january 18 2022 and thereafter shall continue automatically for successive annual periods ending on january 18th of each year provided such continuance is specifically approved at least annually by a the fund s board of trustees and b a vote of a majority as defined in the 1940 act of the fund s trustees who are not interested persons as defined in the 1940 act of the fund and who have no direct or indirect financial interest in the operation of the plan in this agreement or any agreement related to the plan the qualified trustees by vote cast in person at a meeting called for the purpose of voting on such approval,Expiration Date,CUAD_train_contracts,cuad_train
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,This Agreement shall be construed in accordance with the laws of the State of Kansas.,this agreement shall be construed in accordance with the laws of the state of kansas,Governing Law,CUAD_train_contracts,cuad_train
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,This Agreement will also terminate automatically in the event of its assignment (as defined in the 1940 Act).,this agreement will also terminate automatically in the event of its assignment as defined in the 1940 act,Anti-Assignment,CUAD_train_contracts,cuad_train
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,"In consideration of the services rendered pursuant to this Agreement, Integrity shall receive the excess, if any, of the sales price, as set forth in the Fund's Registration Statement, over the net asset value of Shares sold by Integrity, as underwriter.",in consideration of the services rendered pursuant to this agreement integrity shall receive the excess if any of the sales price as set forth in the fund s registration statement over the net asset value of shares sold by integrity as underwriter,Revenue/Profit Sharing,CUAD_train_contracts,cuad_train
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,"The Fund shall also furnish Integrity upon request with: (a) annual audits of the Fund's books and accounts made by independent public accountants regularly retained by the Fund, (b) semi-annual unaudited financial statements pertaining to the Fund, (c) quarterly earnings statements prepared by the Fund, (d) a monthly itemized list of the securities in the portfolio of the Fund, (e) monthly balance sheets as soon as practicable after the end of each month, and (f) from time to time such additional information regarding the Fund's financial condition as Integrity may reasonably request.",the fund shall also furnish integrity upon request with a annual audits of the fund s books and accounts made by independent public accountants regularly retained by the fund b semi annual unaudited financial statements pertaining to the fund c quarterly earnings statements prepared by the fund d a monthly itemized list of the securities in the portfolio of the fund e monthly balance sheets as soon as practicable after the end of each month and f from time to time such additional information regarding the fund s financial condition as integrity may reasonably request,Audit Rights,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,Intellectual Property Agreement,intellectual property agreement,Document Name,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Marv Enterprises, LLC",marv enterprises llc,Parties,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Each shall be referred to as a ""Party"" and collectively as the ""Parties.""",each shall be referred to as a party and collectively as the parties,Parties,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Technology Health, Inc.",technology health inc,Parties,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Premier Biomedical, Inc.",premier biomedical inc,Parties,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"This Agreement and the rights of the Parties hereunder shall be governed by and construed in accordance with the laws of the Commonwealth of Pennsylvania including all matters of construction, validity, performance, and enforcement and without giving effect to the principles of conflict of laws.",this agreement and the rights of the parties hereunder shall be governed by and construed in accordance with the laws of the commonwealth of pennsylvania including all matters of construction validity performance and enforcement and without giving effect to the principles of conflict of laws,Governing Law,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"If THI does not make the obligatory payments as stated in 3(a) by the dates stated, the Exclusive License will revert back to Premier, provided, however, that in such event, THI would still be entitled to a proportionate interest in any Covid-19 Licensed Products, such portion being equal to a fraction, the numerator of which shall be the actual amount paid and the denominator of which shall be $2,000,000.",if thi does not make the obligatory payments as stated in 3 a by the dates stated the exclusive license will revert back to premier provided however that in such event thi would still be entitled to a proportionate interest in any covid 19 licensed products such portion being equal to a fraction the numerator of which shall be the actual amount paid and the denominator of which shall be 2 000 000,Exclusivity,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"The licenses granted herein are exclusive worldwide licenses to: 1. make, have made, use, lease, sell and import Licensed Products for the legal purposes of researching, developing, manufacturing, assembling, distributing, and selling the Licensed Products; 2. make, have made, use and import machines, tools, materials and other instrumentalities, insofar as such machines, tools, materials and other instrumentalities are involved in or incidental to the research, development, manufacture, testing or repair of Licensed Products which are or have been made, used, leased, owned, sold or imported by the Licensee; and 3. convey to any customer of the Licensee, with respect to any Licensed Product which is sold or leased to such customer, rights to use and resell such Licensed Product as sold or leased by Licensee (whether or not as part of a larger combination); provided, however, that no rights may be conveyed to customers with respect to any Invention which is directed to (i) a combination of such Licensed Product (as sold or leased) with any other product, (ii) a method or process which is other than the inherent use of such Licensed Product itself (as sold or leased), or (iii) a method or process involving the use of a Licensed Product to manufacture (including associated testing) any other product.",the licenses granted herein are exclusive worldwide licenses to 1 make have made use lease sell and import licensed products for the legal purposes of researching developing manufacturing assembling distributing and selling the licensed products 2 make have made use and import machines tools materials and other instrumentalities insofar as such machines tools materials and other instrumentalities are involved in or incidental to the research development manufacture testing or repair of licensed products which are or have been made used leased owned sold or imported by the licensee and 3 convey to any customer of the licensee with respect to any licensed product which is sold or leased to such customer rights to use and resell such licensed product as sold or leased by licensee whether or not as part of a larger combination provided however that no rights may be conveyed to customers with respect to any invention which is directed to i a combination of such licensed product as sold or leased with any other product ii a method or process which is other than the inherent use of such licensed product itself as sold or leased or iii a method or process involving the use of a licensed product to manufacture including associated testing any other product,Exclusivity,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"If THI does not make the obligatory payments as stated in 2(b) by the dates stated, the Exclusive License will revert back to Premier.",if thi does not make the obligatory payments as stated in 2 b by the dates stated the exclusive license will revert back to premier,Exclusivity,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"In addition to the 5% amount calculated pursuant to the preceding paragraph, there shall be an identical 5% amount to be paid from THI, per Premier's consideration, to certain shareholders of Premier, as identified by Premier, as of a record date to be determined in the future, on an annual basis, commencing on the one-year anniversary of this Agreement until a total amount of $40,000,000 has been paid to Premier.",in addition to the 5 amount calculated pursuant to the preceding paragraph there shall be an identical 5 amount to be paid from thi per premier s consideration to certain shareholders of premier as identified by premier as of a record date to be determined in the future on an annual basis commencing on the one year anniversary of this agreement until a total amount of 40 000 000 has been paid to premier,Revenue/Profit Sharing,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Royalty payments are payable from THI to Marv Enterprises, LLC and will be in the amount of 5% of the Fair Market Value of: a. Licensed Product that is sold, leased or put into use by the THI or any Related Companies in the preceding calendar quarter; and b. any service performed by THI or any Related Companies that directly or indirectly uses Licensed Product.",royalty payments are payable from thi to marv enterprises llc and will be in the amount of 5 of the fair market value of a licensed product that is sold leased or put into use by the thi or any related companies in the preceding calendar quarter and b any service performed by thi or any related companies that directly or indirectly uses licensed product,Revenue/Profit Sharing,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,THI is granted the following rights to the Applications in Appendix A and the Licensed Products derived therefrom:,thi is granted the following rights to the applications in appendix a and the licensed products derived therefrom,License Grant,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"The grant of each license hereunder includes the right to grant sublicenses to Related Companies for so long as it remains a Related Companies. Any such sublicense may be made effective retroactively, but not prior to the effective date hereof, nor prior to the sublicensee's becoming a Related Company.",the grant of each license hereunder includes the right to grant sublicenses to related companies for so long as it remains a related companies any such sublicense may be made effective retroactively but not prior to the effective date hereof nor prior to the sublicensee s becoming a related company,License Grant,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Licenses granted herein are solely for products in the form sold by the Licensee and are not to be construed either (i) as consent by the Marv to any act which may be performed by the Licensee, except to the extent impacted by a patent licensed herein to the Licensee, or (ii) to include licenses to contributorily infringe or induce infringement under U.S. law or a foreign equivalent thereof.",licenses granted herein are solely for products in the form sold by the licensee and are not to be construed either i as consent by the marv to any act which may be performed by the licensee except to the extent impacted by a patent licensed herein to the licensee or ii to include licenses to contributorily infringe or induce infringement under u s law or a foreign equivalent thereof,License Grant,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,"Any such sublicense may be made effective retroactively, but not prior to the effective date hereof, nor prior to the sublicensee's becoming a Related Company.",any such sublicense may be made effective retroactively but not prior to the effective date hereof nor prior to the sublicensee s becoming a related company,Affiliate License-Licensee,CUAD_train_contracts,cuad_train
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,The grant of each license hereunder includes the right to grant sublicenses to Related Companies for so long as it remains a Related Companies,the grant of each license hereunder includes the right to grant sublicenses to related companies for so long as it remains a related companies,Affiliate License-Licensee,CUAD_train_contracts,cuad_train
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",Strategic Alliance Agreement,strategic alliance agreement,Document Name,CUAD_train_contracts,cuad_train
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","Bravatek Solutions, Inc.",bravatek solutions inc,Parties,CUAD_train_contracts,cuad_train
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","30th day of November, 2017",30th day of november 2017,Agreement Date,CUAD_train_contracts,cuad_train
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","The term of this Agreement is twelve (12) months from the date hereof, and will be automatically renewed for one (1) additional twelve month period unless either party shall notify the other in writing of its intention not to renew.",the term of this agreement is twelve 12 months from the date hereof and will be automatically renewed for one 1 additional twelve month period unless either party shall notify the other in writing of its intention not to renew,Expiration Date,CUAD_train_contracts,cuad_train
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","The term of this Agreement is twelve (12) months from the date hereof, and will be automatically renewed for one (1) additional twelve month period unless either party shall notify the other in writing of its intention not to renew. Such notice must be given ninety (90) days prior to expiration of the original term.",the term of this agreement is twelve 12 months from the date hereof and will be automatically renewed for one 1 additional twelve month period unless either party shall notify the other in writing of its intention not to renew such notice must be given ninety 90 days prior to expiration of the original term,Notice Period To Terminate Renewal,CUAD_train_contracts,cuad_train
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",This Agreement is entered into in the State of Texas and shall be interpreted according to the laws of the State of Texas.,this agreement is entered into in the state of texas and shall be interpreted according to the laws of the state of texas,Governing Law,CUAD_train_contracts,cuad_train
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",This Agreement may also be terminated by either party upon ninety (90) days written notice.,this agreement may also be terminated by either party upon ninety 90 days written notice,Termination For Convenience,CUAD_train_contracts,cuad_train
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",This Agreement shall not be assignable by either party without the prior written consent of the other party.,this agreement shall not be assignable by either party without the prior written consent of the other party,Anti-Assignment,CUAD_train_contracts,cuad_train
"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement","For any Product or Solution sold to any perspective clients introduced by Bravatek registered with COMPANY via email to COMPANY's CEO and delivered through Bravatek or a COMPANY-designated distribution affiliate(s) or sales channel(s), Bravatek will receive a lead-finder fee, to be mutually discussed and finally decided by COMPANY at the range of minimum of 10% to maximum of 20% of project revenue, with an exact fee to be depending upon the overall project sales margin and cost of development and delivery of each project, payable NET 30 days after each client payment on delivered products received at COMPANY's bank account.",for any product or solution sold to any perspective clients introduced by bravatek registered with company via email to company s ceo and delivered through bravatek or a company designated distribution affiliate s or sales channel s bravatek will receive a lead finder fee to be mutually discussed and finally decided by company at the range of minimum of 10 to maximum of 20 of project revenue with an exact fee to be depending upon the overall project sales margin and cost of development and delivery of each project payable net 30 days after each client payment on delivered products received at company s bank account,Revenue/Profit Sharing,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,Dynamic Hearing Pty Ltd,dynamic hearing pty ltd,Parties,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,IntriCon Corporation,intricon corporation,Parties,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"1st day of October, 2008",1st day of october 2008,Agreement Date,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"The initial term of this Agreement shall be five (5) years from the date of execution and may be extended subject to satisfactory agreement on ongoing commercial terms, to be agreed two (2) months prior to the expiration of this Agreement.",the initial term of this agreement shall be five 5 years from the date of execution and may be extended subject to satisfactory agreement on ongoing commercial terms to be agreed two 2 months prior to the expiration of this agreement,Expiration Date,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"This Agreement is governed by the laws of Victoria, Australia and the parties submit to the jurisdiction of the courts of Victoria, Australia",this agreement is governed by the laws of victoria australia and the parties submit to the jurisdiction of the courts of victoria australia,Governing Law,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Commencing on the Exclusivity Date, and continuing for so long as IntriCon continues to make such payments, the license granted to IntriCon under this Agreement will, subject to the terms and conditions of this Agreement, be exclusive for Hearing Aids.",commencing on the exclusivity date and continuing for so long as intricon continues to make such payments the license granted to intricon under this agreement will subject to the terms and conditions of this agreement be exclusive for hearing aids,Exclusivity,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Commencing on October 1, 2008, and continuing for so long as IntriCon continues to make minimum payments as defined in 4.3, Dynamic Hearing agrees that it will not license any Dynamic Hearing Technology for Hearing Aids, subject to Clause 3.5.",commencing on october 1 2008 and continuing for so long as intricon continues to make minimum payments as defined in 4 3 dynamic hearing agrees that it will not license any dynamic hearing technology for hearing aids subject to clause 3 5,Exclusivity,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Exclusivity Date means October 1, 2008, the date Intricon makes its first quarterly payment of the Minimum Payment;",exclusivity date means october 1 2008 the date intricon makes its first quarterly payment of the minimum payment,Exclusivity,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"The rights granted under such agreements shall be included as exceptions to the exclusivity of IntriCon's License Grant, if such agreements are executed by Dynamic Hearing and the third party before January 1, 2009.",the rights granted under such agreements shall be included as exceptions to the exclusivity of intricon s license grant if such agreements are executed by dynamic hearing and the third party before january 1 2009,Competitive Restriction Exception,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,To maintain exclusive rights to Dynamic Hearing Technology for Hearing Aids IntriCon will make minimum annual payments to Dynamic Hearing as set out in the Minimum Payment Schedule.,to maintain exclusive rights to dynamic hearing technology for hearing aids intricon will make minimum annual payments to dynamic hearing as set out in the minimum payment schedule,Competitive Restriction Exception,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Subject to the provisions of 11.1, Dynamic Hearing may terminate this Agreement upon three (3) months written notice to IntriCon of such termination.",subject to the provisions of 11 1 dynamic hearing may terminate this agreement upon three 3 months written notice to intricon of such termination,Termination For Convenience,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,IntriCon may not assign or transfer any of its rights or obligations under this Agreement without the prior written consent of Dynamic Hearing.,intricon may not assign or transfer any of its rights or obligations under this agreement without the prior written consent of dynamic hearing,Anti-Assignment,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Likewise, Dynamic Hearing may not assign or transfer any of its rights or obligations under this Agreement without the prior written consent of IntriCon.",likewise dynamic hearing may not assign or transfer any of its rights or obligations under this agreement without the prior written consent of intricon,Anti-Assignment,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,A 2% royalty rate per Base Product Unit shall be added to the initial base rate for each DSP feature/module that is based on Dynamic Hearing Technology and that is added to a Base Product Unit.,a 2 royalty rate per base product unit shall be added to the initial base rate for each dsp feature module that is based on dynamic hearing technology and that is added to a base product unit,Revenue/Profit Sharing,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"However, such additional Royalty Payments when added to the initial base rate shall not exceed in total the stated maximum rates specified in the table herein.",however such additional royalty payments when added to the initial base rate shall not exceed in total the stated maximum rates specified in the table herein,Revenue/Profit Sharing,CUAD_train_contracts,cuad_train
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,"Cumulative annual HH & ALD Volume that use the Framework Ezairo Maximum Royalty Rate SCHA Maximum Royalty Rate Less Than 20,000 Units 10% 8% 20,000-50,000 units 9% 7% 50,000-100,000 units 8% 6% 100,000-200,000 units 7% 5% 200,000-500,000 units 6% 4% 500,000 to 1,000,000 units 5% 3% Over 1,000,000 5% 1.5%",cumulative annual hh ald volume that use the framework ezairo maximum royalty rate scha maximum royalty rate less than 20 000 units 10 8 20 000 50 000 units 9 7 50 000 100 000 units 8 6 100 000 200 000 units 7 5 200 000 500 000 units 6 4 500 000 to 1 000 000 units 5 3 over 1 000 000 5 1 5,Revenue/Profit Sharing,CUAD_train_contracts,cuad_train
