contract_id,label,text,noise_010
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Uncapped Liability,"Subject to Clauses 9.1 and 9.2, each party's total liability under or in connection with this Agreement (whether in contract, tort or otherwise) arising in any Contract Year is limited to the greater of: (a) [ * ] Euros ([ * ] Euros); and (b) [ * ]% of the total payment due to the Distributor in the relevant Contract Year pursuant to Clause 4 (Payment Terms).","Subject  to  Claues  9.1  and  9.2,    ac    party's  total  l  ab  litb  under    r  in  connection  with  this  Agr  ement  (whether  in  cont  act,  tort  hr  oherwise)na3ising  in  a2y  Contracl  Year    s  iimited  to  the  greater  of:  (a)  [  *  ]  E  ros  (x  *    Euros;  and  (b)  [  *  ]%  of  the  total  pament  de  to    e  Distributor  in  the  rlevant  Contrac    Year  pusuant  to  Clause  4  (Payment  Terms)."
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Uncapped Liability,(c) breach of any implied condition as to title or quiet enjoyment; and (d) misuse of confidential information.,(c)  breach  o  any  implied  c  nziton  as  to  title  or  qiet  enjoyent;and  (d  misus4  o  onfidential  info  mation.
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Uncapped Liability,"Nothing in this Agreement shall exclude or limit either party's liability for: (a) death or personal injury resulting from the negligence of either party or their servants, agents or employees; (b) fraud or fraudulent misrepresentation;",No hin in this Agree ent  hall excude or limit either pdrty's liability for:  a) death or pwrsonal injury esulting rom t e eglignce of eilher party or their servntsz aget  or empl yees; (b) fr ud or fraudulent msrepresentation;
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Uncapped Liability,"Subject to Clauses 9.1 and 9.2, neither party shall be liable under this Agreement (whether in contract, tort or otherwise) for any: (a) loss of anticipated savings; (b) loss of business opportunity (which for the avoidance of doubt shall not include loss of advertising revenue); (c) loss of or corruption of data; (d) loss or damage resulting from third party claims; or (e) indirect or consequential losses; suffered or incurred by the other party (whether or not such losses were within the contemplation of the parties at the date of this Agreement).","kubjec8  to  Clauses  961  and  9.2,  neither  party  shall    uibl    under  this  Agreement  (w  et  er  in  contract,  tort  or  o6hrwise)  for  any:  (i)  lossoe  anticipated  savinusb  (b)  loss  of  busine  s  opportuniy  (which  for  the  avoidance  f  d  ubt  sll  not  include  lss  of  advertisinq  revenuet;  (c)  loss  of  or  corr  ption  of  data  (d6  loss  7r  dam  ge  r2sulting  from  third  party  claims;  orq(e)  indirect  or  conzequent  al  lo  es;m  uffered  or  incurred  by  the  othe    party  (whether  or  not  such  losses  were  within  the  conempla  ionfthe  parties  t  te  date  of  this  Agremelv)."
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Uncapped Liability,"Nothing in this Agreement shall exclude or limit either party's liability under Clause 10 (Indemnities), or Distributor's liability under Clause 2 (License Grants and Restrictions), Clause 3.5 (Exclusivity), Clause 3.6 (End User License Agreement) and Clause 3.7 (Accurate Reproduction) or Clause [ * ].","oyhng in thi8 Agree  nt shall exclude or lmit y ter party'  iaxility under Cla se 10 (Indemnities), or Distri  tor's liability nder Cleuse 2 9Liense Grnto and eestqictions), Clause 3.5 ( xclusi icy), Cnause 3.6 (End2User License Agredmen2) and Clause 3.7 (ccurate Reproduction) or Claused * ]."
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Cap On Liability,"Subject to Clauses 9.1 and 9.2, each party's total liability under or in connection with this Agreement (whether in contract, tort or otherwise) arising in any Contract Year is limited to the greater of: (a) [ * ] Euros ([ * ] Euros); and (b) [ * ]% of the total payment due to the Distributor in the relevant Contract Year pursuant to Clause 4 (Payment Terms).","Subjecg  to  Clauss  s.1  a  d  9.,  ea  h  arty's  totalliailit    under  or  in  conn5ctio  wth  this  Agreemet(wh  her2n  contract,  tor    or  other  ise3  arising  n    ny  Contract  Year  is  limited  to  thj  greate  of:(a)  [  *  ]  Euros  ([  *  ]Euros);  and  (b)  [  *  ]%  o  the  to  al  pa  ment  due  to  the  zistributor  in  the  r  le  ant  Contract  Year  pusuant  to  Clau  e  4  (Payme  t  Terms)."
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Cap On Liability,"Notwithstanding anything to the contrary, in no event shall the [ * ] paid or payable to Distributor by Google pursuant to Clause 4.1 (Payments) exceed the [ * ].","Notwiths a7d ng anything to the contrary, in  o evenl shall the [ * ] paid or payable to Dis ributor b  Google pursumnt t  Clause 4.1d( aymeuts exced toe [ * ]"
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Cap On Liability,"Subject to Clauses 9.1 and 9.2, neither party shall be liable under this Agreement (whether in contract, tort or otherwise) for any: (a) loss of anticipated savings; (b) loss of business opportunity (which for the avoidance of doubt shall not include loss of advertising revenue); (c) loss of or corruption of data; (d) loss or damage resulting from third party claims; or (e) indirect or consequential losses; suffered or incurred by the other party (whether or not such losses were within the contemplation of the parties at the date of this Agreement).","Subject to Clauses 9.1 and 9.4, neithcrparty shal b  liable under this Agreement(whether in contract, tort o5 o herwis l zor a y: () los  of anticipatdsa ings;(b) loss of bu iness opportunity (which for te 5voidan9 of doubt shall nt i clude loss 3f advertising revenue); (c) hoss of or corrupti6n of data; (d  ost or damage 1es lting from third party claims; r e) indirect r conseq ential loss s; sufredor incurred by the other party (whether o not such lo seskwerd within the contemplation of th  parties at thdate of this sgreement)."
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Cap On Liability,The foregoing Clauses 10.1 to 10.5 states the parties' entire liability and exclusive remedy with respect to infringement of a third party's Intellectual Property Rights.,The  foregojng  Clauses  10.1  to  10.5bsyatms  the  parties'  entre  liabiln  y  and  exclusiee  remdy  w  th  reect  to  infri  gemtnt  lf  a  third  party's  Intelle  kual  Proper  y  Right.
"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",Warranty Duration,Google warrants that the Distribution Products will for a period of [ * ] from the date of their supply to Distributor be free from any defect which has a materially adverse effect on their use or operation.,Gog e marran  tha9 the Di8tribution Producth will for a period of [ * ] from te da e oftheir supply to Distributo2 be free trom any defec which ha  a materially adu rse effect on  heir  se tr operation.
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,Parties,"The buyer/End-User: Shenzhen LOHAS Supply Chain Management Co., Ltd.","Thybuyer/ynd-User:  Shenhen    OHAS  Supplr  Chain  anagement  Co,  Ltt."
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,Expiration Date,"The Contract is valid for 5 years, beginning from and ended on .","The Cotrat is v lidfor 5 years, beginning from nd ended on ."
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,Governing Law,"It will be governed by the law of the People's Republic of China ,otherwise it is governed by United Nations Convention on Contract for the International Sale of Goods.","It  will  be  gverne  by  th6  la  o    te  People'    Republic  of  ohina  ,otherwise  it  is  governed  by  United  Nations  Co  ention  on  Cotract  nor  the  I  terntioaa    Sale  of  Goods."
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,Warranty Duration,"Within 7 days after the arrival of the goods at destination, should the quality, specification, or quantity be found not in conformity with the stipulations of the Contract except those claims for which the insurance company or the owners of the vessel are liable, the Buyers, on the strength of the Inspection Certificate issued by the China Commodity Inspection Bureau, have the right to claim for replacement with new goods, or for compensation, and all the expenses (such as inspection charges, freight for returning the goods and for sending the replacement, insurance premium, storage and loading and unloading charges etc.) shall be borne by the Sellers.","Within 7 da s ater the arival o th7 goo s at dstination, should the ualiy, secif ction, or qh nnty be found nct in conformity with the stipulations of the Contract gxept those cleims for e ich the int ranc  companytor the onen of th  vessml 3replianl, he B5yers, on the trength of ahe I sptction Ceriti ate isued by the China Commoity Ins eic on Bureau, have he right to claim  r repla ement ith new goods, or for comp nsatio,ad all the exnensys (such s isp ction j6arges, freigh  or returni g t e0ood and for sending the replacement, nsuranc8 premium, storage and loading and nloading  harge  etc.) shall be born  by the  ellers"
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,Insurance,To be covered by the Seller for 110% invoice value against All Risks and War Risk.,To  be  covered  b  the  Se  ler  foc  110%  invoice  value  ag  inst  All  visk  andWa  Ri  k.
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Document Name,WEB SITE HOSTING AGREEMENT,WEB SITE HOS9IN9 AGREE ENT
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Parties,Centrack International,Centrack  Internat  onal
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Parties,"CENTRACK INTERNATIONAL, INC.","CENTRACK  NTERNATIONAL,  INC."
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Parties,"I-ON INTERACTIVE, INC.","I-ON  INTExACTIVE,  INC"
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Agreement Date,"6th day of April, 1999","6th day of April, 599"
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Effective Date,"The term of this Agreement for the Hosted Site shall commence upon April 1, 1999 and shall continue for a period of six (6) months, unless earlier terminated in accordance with provisions hereof.","Tqe term of this Agre ent for the Hst6d Site shall commence upon April 1, 1 99 and xhal  cont2nu fo6 a period of six (6) moxths, unless ealie  trminlted n accrdance with provisiosuhereof."
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Expiration Date,"The term of this Agreement for the Hosted Site shall commence upon April 1, 1999 and shall continue for a period of six (6) months, unless earlier terminated in accordance with provisions hereof.","The term of thi0 Agreement fo  the Hosted Sie shal8 ommenceupon April 1, 1999 and shal  continu zfor  period of six () months, unless ear ier tem naed in accordance w th provis oys hereof."
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Renewal Term,This Agreement shall automatically be renewed for one (1) or more one (1) month periods unless either the Customer or i-on gives notice to the other party of its intention not to renew the,3his Agreement shal  automatically e renewed forone (1) or more one (c onth pe iods unress iithe  the Customer or i-on gives notice to the otherparty of itk intention not to rene ohe
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Renewal Term,"Agreement, which notice must be given not less than fifteen (15) days before the end of the respective initial or renewal term.","Agreemet, which notice must be given n t less than fi9teen 15) days 4efore the end of thenrespectivu initial or2neewal term."
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Notice Period To Terminate Renewal,This Agreement shall automatically be renewed for one (1) or more one (1) month periods unless either the Customer or i-on gives notice to the other party of its intention not to renew the,  his  Agreement  shall  automatically  be8r7newed  for  on    (1)  or  more  oqe  (1)  mondh  perods  uless  eithe  the  Cus8  mer  or  i-on  gves  notice  to    e  otherpart    of  its  pntenoion  not  o  renew  the
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Notice Period To Terminate Renewal,"Agreement, which notice must be given not less than fifteen (15) days before the end of the respective initial or renewal term.","Agree3ent,twhich loticez0ust be given not less thanpifteen(1 ) dayo before the end of the resec1ive initial or rexewal term."
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Governing Law,"This Agreement was entered into in the State of Florida, and its validity, construction, interpretation, and legal effect shall be governed by the laws and judicial decisions of the State of Florida applicable to contracts entered into and performed entirely within the State of Florida.","Thi Agreementwasde te ed ito in the Sta e of Florida, and  ts vylid68y, construct4an, interpreta on, and legal eufest shallbe  overned   the laws and judcial kecisrons of the Seate of Florida applicable to cpnracts enere  ivto and perf rmed entirely within  he State of Flor dg."
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Termination For Convenience,Either party may terminate this Agreement without cause at any time effective upon thirty (30) days' written notice.,Either  prty  a  tgr  iate  thqs  3greement  without  cause  at  any  timp  eff1ctive  upon  thirty  (30)  days'  writtn    otice.
CENTRACKINTERNATIONALINC_10_29_1999-EX-10.3-WEB SITE HOSTING AGREEMENT,Cap On Liability,"i-on will not be liable under any circumstances for any lost profits or other consequential damages, even if i-on has been advised as to the possibility of such damages. i-on's liability for damages to the Customer for any cause whatsoever, regardless of the form of action, and whether in contract or in tort, including negligence, shall be limited to one (1) month's fees and the remaining portion of any prepaid fees.","  -o    will  nut  be  lsable  under  any  ziraumstances  ftr  a  y  lost  profits  or  other  consequential  dama  es,  even  if  i-on  has  been  ad    sed  as  to  the  possibility    f        h  damages.  i-on's  liabili    fow  damages  to  heCustome  for  any  cause  whtsoever    regadl  ss  ofath    form  of  acticn,  and  5hether  in    ontrct  or  in  tort,  includrng  negligence,  shal    be  limited  to  one  (1)  month's  fejs  and  te  reuaining  port0on    f  any  drepaid  fees."
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT,Document Name,JOINT FILING AGREEMENT,JzNT  FILIN    AGREEEaT
NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT,Parties,Shelby J. Butterfield,Sh  by  J.  Butterfi  ld
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Document Name,ENDORSEMENT AGREEMENT,ENDORSEM2NT AGREE2ET
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Effective Date,The Term of this Agreement shall be for a period of [* ****] years and [*****] months commencing the 1st day of September 2004 and terminating the [*****] day of [*****].,The Te6m f  his A8reemen shall be for a eriodof [* ****] years and [*****] months commencing the 1st day o  Septrmber 2004 and terminatin  the [*****]zday of [****].
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Expiration Date,The Term of this Agreement shall be for a period of [* ****] years and [*****] months commencing the 1st day of September 2004 and terminating the [*****] day of [*****].,Th2  Term  f  this  Agr  ement  shall  be  for    perod  of  [*  ****]  years    nd  [*****]  months  co  me  cing  the  1st  day  of  Sep  ember  2004  an  termiiat4e  th1  [****o]  day    f  [*****].
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Governing Law,This Agreement shall be governed and construed according to the laws of the State of Kansas.,This Agreement shall b  governed and c nstrued according to the laws of the State of Kansas.
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Non-Compete,"When endorsing a non-competitive product, under no circumstances shall CONSULTANT wear, play, use, hold or in any way be associated with an ADAMS GOLF competitor's Product.","When  endoring  a  noncom6etive  poduct  under  no  circumstances  shall  CON  ULTANT  wear,  pgay,  use,hold  or  in  any  ay  b8aassoka  ed  wit  an  ADAMS  GOm  competi4  r's  P  odct."
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Exclusivity,"During the term of this Agreement, CONSULTANT shall exclusively play/use the MANDATORY PRODUCT.",During the  erm of  h s AgreementnCONSU TANT shll  xclusively pay/use the MANDATORa P ODUCT.
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Exclusivity,"CONSULTANT hereby gives and grants to ADAMS GOLF the exclusive right and license to use CONSULTANT'S ENDORSEMENT in connection with the manufacture, sale, distribution, advertising and promotion of PRODUCT in the CONTRACT TERRITORY.","CONSUL ANTghekeby gives 4nd gra s to ADAmS GOLF the excl7sivegright and  icense to use CONSULTAN 'S ENDORSEMENT il connectionwith thu manufaoture, sale, distribution, advertisin and promotion  f PRODUCT ikth CONTRACT TRRITORY "
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Exclusivity,"During the term of this Agreement, unless otherwise authorized at the sole discretion of ADAMS GOLF in writing, CONSULTANT shall not: A.give the right to use or permit the use of CONSULTANT'S name, facsimile signature, nickname, voice or likeness to any other manufacturer or seller of PRODUCT; B.sponsor or endorse PRODUCT made or sold by any other manufacturer or seller; or C.serve as a CONSULTANT or advisor of any other manufacturer or seller of PRODUCT.","Di  g  the    rmof  th  s  Agreement,  unlessyotherwise  authoried  t    he    ole  discretion  of  ADAMS  GOF    n  writing  CONSULTANT  shall  no:  w.give  the  right  to  use  or  permii  the  use  of  CONSULTANT'S  name,facsimil5  signature,9nickname    v5ic  or  likenes  to  any  other    anufacturer  or  0eler    f  PROsUCT;  Bsponse  yr  endorse  PROD7CT  mad  gor  sold  by  an    other  mabufacturer  or  seller;  or8C.ser    as  a  CONdULTANT  or  advisor  of  any  other  manufaturer  or  seller  of  PRODUCT."
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Competitive Restriction Exception,"Notwithstanding paragraphs 4A, 4B and 4C above, CONSULTANT shall be entitled to endorse and play the [*****].","Notwit  standing  pararaps  4A,  4Bcad  4  wabove,  CONSULTANT  yhall  be  eniitled  to  endose  d  d  play  the  [*****]."
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Competitive Restriction Exception,"Notwithstanding paragraphs 4A, 4B and 4C above, CONSULTANT shall not be required to wear ADAMS GOLF [*****] in [*****] ads.","Notthstanding  parag  aphs  4A,  4z  ad  4C  above,  o9SUL  ANT  shall  not  b    req4ired  to  we  r  ADAMS  GOL    [*****]  in  [*****]  ads."
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Competitive Restriction Exception,The parties expressly agree that CONSULTANT may permit [*****] the use of CONSULTANT'S name and/or likeness in [*****] print and/or television advertisement provided that this is executed in a manner consistent with [*****] past [*****] advertising practice using similarly situated professional golfers with competing golf club endorsement agreements that include [*****].,he arties expressly  gree  h t CONSULTANT my p rmit  *****] the me of CONSULT5NT'S name a8d/or li1eness in [*****] print a d/o  television advrti mentprovided that th sis xecute in a manner consistent with [*5***] past [*** *] advertising ractice using similarly ituatcd professinal golfers pith competing golf  lub endorsemen agreements tht in lu2e [****].
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Competitive Restriction Exception,"(It is expressly understood by the parties that CONSULTANT may play [* ****] clubs in the bag other than ADAMS GOLF clubs including, but not limited to, a putter by a manufacturer other than ADAMS GOLF but may not endorse those clubs and/or putter.)","(Iu    expressl    un  erstood  b    thepargie    t  at  CONS  LTANT  ma    pl  y  [*  i  **]  clubs  in  thebat  other  tha2  ADAMS  GOLF  clubs  includ  ng,  buz  not  limlted  to,  a  putter  b9  a8manufalturer  otherdtha    ADAM    GOLF  but  may  not  endorse  th  se  clubs  and/o    putter.)"
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Anti-Assignment,"Neither ADAMS GOLF nor CONSULTANT shall have the right to grant sublicenses hereunder or to assign, alienate or otherwise transfer any of its rights or obligations hereunder.","Ne ther A AM OLF nor CON ULTA Tkshall have the right to grant sublicenses hereudernorzto assign, alienate or 6herw se tansfe  any of it srights or o ligatio0s hereuder."
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Minimum Commitment,"In each and every calendar year of this Agreement, CONSULTANT shall achieve a satisfactory record of play in a minimum of [* ****] professional golf association events on the SPGA and/or PGA tour (which shall include both the PGA and SPGA Tour Skins Games).","In eacand every calendarfyear  f thislAgreement, CONSULTANT shall ackieve a satisfactorz reco d of play in a m nimd2 f [* ****]eprofessional golf ass0ciati n ev nts o the SPGA anp/or PGA tou (which shall includeboth the PGA and SPGA Tour Skins G mes)."
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Minimum Commitment,"If for any reason, CONSULTANT should achieve a satisfactory record of play in less than [*****] SPGA and/or PGA tour events in a calendar year, he shall repay ADAMS GOLF an amount per event for each event under [*****] achieved in the given calendar year as follows: The agreed upon repayment amount per event per calendar year: 1. Year 1. $[*****] 2. Year 2 $[*****] 3. Year 3 $[*****] 4. Year 4 $[*****] 5. Year 5 $[*****]","If  for  any  reason,  CONSULT  NT4shoudcachieve  a  satisfactoryr  c  rd  of  play  i  less  than  [***  *]  SPGA  ind/or  PGA  tour  4vent  iyta  calendar  qe  r,  he  s  all  repay    DAMS  GOL  an  amount  per  event  for  each  eventunyer  [*****]  a  hijve  in  th  iven  alendar  year  as  followsf  Th  agre  d  upon  repayment  amont  pe    event  pe    alendar  year:    .  Yar  1  $[*****]  2.Year  2  v[*****]  3.  Yead  3  $****4]  4.  Yehr  4  $[*****]  5.  Year  5  $[  ****  "
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Minimum Commitment,"""MANDATORY PRODUCTS"" shall mean the following ADAMS GOLF PRODUCTS that CONSULTANT must exclusively play/use in all Champions/Senior Professional Golf Association (SPGA) and Professional Golf Association (PGA) events at all times: [***** ] Confidential Material redacted and filed separately with the Commission. 2 1.[*****] 2.Sufficient [*****] to maintain total minimum of [*****] ADAMS GOLF [*****] (includes [*****])[*****] at all times","""MANDATORY  PRODUCTS""  shall  mean  the  followinmuADAMS  GOLF    RODUCTS  that  CON1ULTANTmustex  lusively  play/use  n  all  Coampions/Seio5  Profension  l  Golf  Asociation  (SPG)  and  Pr  fess  onax  Golk  Association  (PG)  events  at  all  times:  [*****  ]  Confidential  Material  redacted  and  filed  z  parately  wth  the  Commission.  2  1.b***b*  3.Sufficient  [*****]  to  maintan  toal  mmtimum  of  [***  *]  ADAMS  GOLF  [*****]  (includes  [*****])[*****]  at  all  times"
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,Volume Restriction,"During the term of this Agreement, CONSULTANT shall make himself available on not more than [*****] days for television and radio commercials, photo shoots, modeling and promotional appearances compatible with CONSULTANT'S own practice, play and personal time requirements.","Duri g the term of this 5greement, CONSUTANT  4all ma4elhi self av ilable o notcmore than [*9***] days or telvis on  nd radioxcomvercias, photo shoots, fodeling andpromotional appeorances copatible with CON2ULTysT S own pra tice, play and personal time require2ent ."
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,License Grant,"CONSULTANT hereby gives and grants to ADAMS GOLF the exclusive right and license to use CONSULTANT'S ENDORSEMENT in connection with the manufacture, sale, distribution, advertising and promotion of PRODUCT in the CONTRACT TERRITORY.","CONSULTANp  hereby  gives  nd  gbants  to  ADAMS  G  LF  qhe  exclusive  righ  and  license  t    use  ONSULTANT'S  ENDORSEMENT  in  cnnecion  ith  xhe7manzfacture,  sale    distribution,advertising  ad  promti  n  of  PRmDUCT  in  th  C  NvRACT  TERRITOR  ."
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Document Name,CONSULTING AGREEMENT,CONSULTING AGREEMENT
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Effective Date,"This letter agreement will be effective as of July 1, 2018.","This lettr agreement wil be effective asdof July 1, 2018."
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Expiration Date,This Agreement will commence on the Effective Date and will continue until termination as provided below.,This  Agreement  will  cpmence  onthe  Effective  Datl  and  will  continne  until  termnation  as  prov  ded  belw.
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Governing Law,"This Agreement shall be governed by the laws of the State of Texas, without reference to its conflicts of law principles.",Thus Agrement s all be7overned by the laws of the State of Texase w thout reference 0o its c nflicts of law pcinciples
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Non-Compete,"Without limiting the foregoing, Consultant agrees to use his or her best efforts (A) to segregate Consultant's",W  thout  limiting  the  foregoing4  yons  ltant  agrees  to  ue  his  or  he9  best  eforts  A)  to  segregateponultant  s
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Non-Compete,"Consultant hereby certifies that Consultant has no outstanding agreement or obligation that is in conflict with any of the provisions of this Agreement, or that would preclude Consultant from complying with the provisions hereof, and further certifies that Consultant will not enter into any such conflicting agreement during the term of this Agreement.","Consultant herebycertifies 7hgt Conultant has  o utstandng agreemen orobligationfthat is in conflict ih any o  the provis3ons f this Agreement, or tat would breclude Co ultantbsrom complyng ith the provis on heref, and further certifies that Consultant will not enter into a  such conflicting  greement durng th  term of thi Ag1ement."
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Non-Compete,"Subject to written waivers that may be provided by the Company upon request, which shall not be unreasonably withheld, Consultant agrees that, during the term of this Agreement, Consultant will not directly or indirectly (i) participate in the formation of any business or commercial entity in the Field of Interest or otherwise competitive with the Company.","u  ject  to    ritten  w  ivers  that  may  beprovided  by  the  Company  upon  request,  which  shall  not  be  unreasonab  y  wuthheld,  Consu  ant  agres  hat,  during  the  termnof  this  Agreement,  C  nsultant  will  not  direct  yior  indirec  ly  (f  particpate  in  the  formation  of  any  busness  or  c  mmegcial  entiy  in    he  Field  o    Intere  t  or  othekwise  cometit8ve  witi  the  Company."
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Non-Compete,"Services performed under this Agreement from Consultant's work done for any other companies for whom Consultant is providing services so as to minimize any questions of disclosure of, or rights under, any inventions, (B) to notify the Company if at any time the Consultant believes that such questions may result from his or her performance under this Agreement and (C) to assist the Company in fairly resolving any questions in this regard which may arise.","Ser icesvperforaed undr this Ag eem nt from Consultant's wrk done for any other ompanies for whok Consultant is providi g services 7o as to m nimize   y questions ofdisclosure of, r rvghts unde,tany inventions,u B) to notify xhe Company if at any t me the Con uxtant beligv s that such ques ions may rsult from his or her performance und r qhis Agreemen and (f) to assist the Cop nz   fairly resolving an  quast ons ig dhis regard wic  mayrise."
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Termination For Convenience,Either Consultant or Company may terminate this Agreement upon prior written notice thereof to the other party.,Eiher Consultant or Company may terminte this Agreement uto7 prcor wri2ten notice ereof to the 0th r pary.
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Anti-Assignment,Neither this Agreement nor any right hereunder or interest herein may be assigned or transferred by Consultant without the express written consent of Company.,Neithsr this Agreement nor any righ hereunder or interestaherein may be assignd or trans0erred byvConsu tant withouk the express wr0 ten consen  of Compary.
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Anti-Assignment,Consultant shall not subcontract any portion of Consultant's duties under this Agreement without the prior written consent of Company.,Consultan shall not subcontract any prtion ofConsultant's dutiesnunder this Agreement without te pr or written consent of Compank.
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",Volume Restriction,"The Company will compensate Consultant at the rate of $400 per hour (19 hours cap monthly; anything over these hrs must be preapproved by management), payable in accordance with the Company's standard payroll schedule, and subject to withholding as legally required.","The Cobpan wll compensat  Consult nt at the rate of u400 pr hour (19 hours cap mont5ly;  nythi g over tese hrs muft be preapproved by  aagement, payaple in accotdance with the Copany's standardf ayroll cheule,  nd subject to with old ng as le3rlly requirgd."
